,Unnamed: 0,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
7570,2792,BRK,27,2017-12-14,Home,NYK,L,104,111,37,83,0.446,12,42,0.286,18,23,0.783,11,43,21,10,4,17,21,41,89,0.461,10,20,0.5,19,22,0.864,12,40,23,11,4,13,23
7572,2992,BRK,29,2017-12-17,Home,IND,L,97,109,34,81,0.42,12,33,0.364,17,21,0.81,7,29,26,7,2,9,17,43,76,0.566,8,18,0.444,15,19,0.789,6,43,21,6,7,15,20
7573,3092,BRK,30,2017-12-20,Home,SAC,L,99,104,32,82,0.39,15,42,0.357,20,23,0.87,14,38,15,5,7,10,19,40,82,0.488,7,19,0.368,17,20,0.85,13,48,14,4,4,12,19
7574,31131,BRK,31,2017-12-22,Home,WAS,W,119,84,44,88,0.5,14,41,0.341,17,21,0.81,13,60,29,4,4,14,17,34,93,0.366,5,20,0.25,11,15,0.733,7,35,22,7,1,7,18
7580,3792,BRK,37,2018-01-01,Home,ORL,W,98,95,36,82,0.439,9,25,0.36,17,23,0.739,10,52,17,7,10,13,22,35,96,0.365,6,31,0.194,19,25,0.76,19,52,16,5,5,12,18
7581,3892,BRK,38,2018-01-03,Home,MIN,W,98,97,37,72,0.514,14,30,0.467,10,11,0.909,4,38,22,3,3,19,23,36,80,0.45,1,11,0.091,24,30,0.8,7,32,10,9,4,8,12
7582,3992,BRK,39,2018-01-06,Home,BOS,L,85,87,30,91,0.33,6,31,0.194,19,22,0.864,12,55,11,2,11,16,14,37,98,0.378,5,18,0.278,8,15,0.533,12,44,12,8,13,4,17
7583,4092,BRK,40,2018-01-08,Home,TOR,L,113,114,39,100,0.39,12,33,0.364,23,28,0.821,11,55,22,8,2,16,27,43,101,0.426,10,34,0.294,18,23,0.783,8,51,19,7,12,15,27
7584,41131,BRK,41,2018-01-10,Home,DET,L,80,114,27,74,0.365,12,37,0.324,14,15,0.933,2,35,19,11,2,17,11,48,93,0.516,10,21,0.476,8,12,0.667,11,54,24,10,4,13,14
7587,4492,BRK,44,2018-01-15,Home,NYK,L,104,119,32,87,0.368,11,32,0.344,29,36,0.806,11,44,16,5,3,11,23,42,82,0.512,9,16,0.563,26,37,0.703,8,51,27,5,10,9,24
7588,4592,BRK,45,2018-01-17,Home,SAS,L,95,100,35,83,0.422,13,36,0.361,12,18,0.667,6,47,23,3,1,14,28,34,82,0.415,9,19,0.474,23,31,0.742,7,42,24,8,4,9,20
7589,4692,BRK,46,2018-01-19,Home,MIA,W,101,95,36,76,0.474,9,32,0.281,20,26,0.769,10,44,20,5,8,14,18,35,84,0.417,7,22,0.318,18,25,0.72,12,43,22,7,7,11,22
7595,52108,BRK,52,2018-01-31,Home,PHI,W,116,108,39,77,0.506,13,32,0.406,25,28,0.893,9,39,19,3,9,11,26,36,76,0.474,7,18,0.389,29,34,0.853,6,33,17,7,5,8,21
7596,5392,BRK,53,2018-02-02,Home,LAL,L,99,102,37,82,0.451,9,29,0.31,16,23,0.696,5,38,20,7,8,11,18,39,92,0.424,10,26,0.385,14,20,0.7,18,56,21,5,6,15,18
7597,5492,BRK,54,2018-02-04,Home,MIL,L,94,109,37,90,0.411,9,29,0.31,11,14,0.786,11,36,25,5,1,9,19,42,81,0.519,8,19,0.421,17,21,0.81,14,54,19,3,7,13,16
7598,5592,BRK,55,2018-02-06,Home,HOU,L,113,123,41,85,0.482,16,35,0.457,15,17,0.882,10,37,24,8,2,11,17,45,81,0.556,16,33,0.485,17,21,0.81,8,40,16,7,7,11,14
7600,5792,BRK,57,2018-02-10,Home,NOP,L,128,138,43,114,0.377,21,59,0.356,21,22,0.955,18,60,30,10,3,15,30,52,106,0.491,9,24,0.375,25,39,0.641,14,59,23,10,10,15,18
7601,5892,BRK,58,2018-02-12,Home,LAC,L,101,114,41,89,0.461,12,40,0.3,7,10,0.7,10,37,27,10,6,12,15,48,85,0.565,6,16,0.375,12,14,0.857,8,43,19,8,6,15,14
7602,5992,BRK,59,2018-02-14,Home,IND,L,103,108,35,83,0.422,13,35,0.371,20,27,0.741,9,44,24,4,2,13,20,39,90,0.433,6,15,0.4,24,28,0.857,15,52,20,10,7,8,20
7604,61131,BRK,61,2018-02-26,Home,CHI,W,104,87,40,90,0.444,16,42,0.381,8,8,1.0,7,48,31,4,9,15,20,33,93,0.355,6,23,0.261,15,23,0.652,15,56,17,8,7,13,11
7610,6792,BRK,67,2018-03-11,Home,PHI,L,97,120,33,85,0.388,10,28,0.357,21,24,0.875,13,42,17,5,5,18,19,50,95,0.526,9,26,0.346,11,18,0.611,12,48,33,12,7,9,19
7611,6892,BRK,68,2018-03-13,Home,TOR,L,102,116,35,86,0.407,15,36,0.417,17,19,0.895,9,38,21,9,6,11,19,44,91,0.484,11,31,0.355,17,21,0.81,13,53,27,7,6,11,20
7613,7092,BRK,70,2018-03-17,Home,DAL,W,114,106,43,84,0.512,14,36,0.389,14,19,0.737,10,43,25,4,6,10,14,41,92,0.446,12,22,0.545,12,14,0.857,13,45,25,5,3,10,21
7614,71131,BRK,71,2018-03-19,Home,MEM,W,118,115,36,72,0.5,16,40,0.4,30,40,0.75,9,41,27,5,9,22,22,46,88,0.523,10,23,0.435,13,20,0.65,11,42,21,11,3,16,33
7615,72108,BRK,72,2018-03-21,Home,CHO,L,105,111,39,93,0.419,13,37,0.351,14,21,0.667,10,46,22,6,11,12,36,36,94,0.383,3,16,0.188,36,47,0.766,23,68,18,3,2,13,16
7617,7492,BRK,74,2018-03-25,Home,CLE,L,114,121,38,83,0.458,17,37,0.459,21,26,0.808,7,38,27,7,3,9,23,44,87,0.506,12,28,0.429,21,26,0.808,11,49,25,5,2,11,21
7620,7792,BRK,77,2018-04-01,Home,DET,L,96,108,37,87,0.425,12,43,0.279,10,15,0.667,6,40,23,5,5,12,22,38,84,0.452,7,19,0.368,25,32,0.781,10,53,17,9,3,9,16
7624,8195,BRK,81,2018-04-09,Home,CHI,W,114,105,41,82,0.5,18,42,0.429,14,15,0.933,6,38,32,8,10,17,15,43,89,0.483,12,28,0.429,7,12,0.583,10,44,26,7,6,19,17
7627,2308,CHO,2,2017-10-20,Home,ATL,W,109,91,37,86,0.43,11,36,0.306,24,30,0.8,12,57,17,5,4,21,18,36,95,0.379,7,30,0.233,12,14,0.857,6,38,19,11,4,13,29
7629,4308,CHO,4,2017-10-25,Home,DEN,W,110,93,38,81,0.469,13,31,0.419,21,26,0.808,10,50,17,5,5,14,16,38,100,0.38,8,31,0.258,9,15,0.6,18,51,18,6,1,13,23
7630,5308,CHO,5,2017-10-27,Home,HOU,L,93,109,33,88,0.375,11,29,0.379,16,28,0.571,11,44,16,6,5,9,14,38,85,0.447,22,57,0.386,11,13,0.846,7,51,21,5,6,15,26
7631,6308,CHO,6,2017-10-29,Home,ORL,W,120,113,53,97,0.546,6,18,0.333,8,17,0.471,12,59,31,6,7,17,24,41,97,0.423,11,33,0.333,20,26,0.769,9,39,28,11,4,11,20
7633,8196,CHO,8,2017-11-01,Home,MIL,W,126,121,45,84,0.536,14,25,0.56,22,29,0.759,7,41,21,5,3,11,18,45,91,0.495,19,36,0.528,12,15,0.8,9,40,29,3,3,14,25
7638,1393,CHO,13,2017-11-15,Home,CLE,L,107,115,41,86,0.477,6,26,0.231,19,28,0.679,8,41,21,7,5,13,19,42,95,0.442,13,38,0.342,18,20,0.9,16,51,25,9,4,13,24
7640,1593,CHO,15,2017-11-18,Home,LAC,W,102,87,34,87,0.391,11,26,0.423,23,29,0.793,8,49,20,7,9,8,16,33,83,0.398,8,29,0.276,13,19,0.684,7,44,18,5,6,14,22
7641,1693,CHO,16,2017-11-20,Home,MIN,W,118,102,42,85,0.494,11,26,0.423,23,29,0.793,11,52,22,5,7,17,18,37,90,0.411,6,27,0.222,22,26,0.846,10,38,13,8,6,10,21
7642,1793,CHO,17,2017-11-22,Home,WAS,W,129,124,43,91,0.473,10,28,0.357,33,40,0.825,14,48,23,5,5,11,20,48,99,0.485,11,33,0.333,17,22,0.773,9,43,25,4,6,12,29
7644,1993,CHO,19,2017-11-25,Home,SAS,L,86,106,31,84,0.369,4,25,0.16,20,26,0.769,14,42,20,7,4,14,19,39,81,0.481,6,25,0.24,22,25,0.88,8,45,22,8,7,11,19
7647,22109,CHO,22,2017-12-04,Home,ORL,W,104,94,34,84,0.405,3,17,0.176,33,40,0.825,11,52,17,13,5,14,18,36,82,0.439,10,32,0.313,12,14,0.857,5,40,24,5,5,20,30
7648,2393,CHO,23,2017-12-06,Home,GSW,L,87,101,34,97,0.351,6,19,0.316,13,17,0.765,14,49,17,5,3,12,13,40,84,0.476,11,30,0.367,10,13,0.769,8,47,26,8,12,15,20
7649,2493,CHO,24,2017-12-08,Home,CHI,L,111,119,40,100,0.4,10,29,0.345,21,29,0.724,9,50,22,7,11,11,21,48,99,0.485,6,18,0.333,17,22,0.773,6,56,23,5,7,14,29
7650,2593,CHO,25,2017-12-09,Home,LAL,L,99,110,41,93,0.441,8,25,0.32,9,14,0.643,9,43,21,7,3,11,21,43,85,0.506,9,27,0.333,15,21,0.714,6,46,24,7,5,14,21
7653,2893,CHO,28,2017-12-15,Home,MIA,L,98,104,34,83,0.41,10,27,0.37,20,27,0.741,10,41,21,7,1,16,13,39,78,0.5,11,31,0.355,15,17,0.882,5,41,25,10,8,16,22
7654,2993,CHO,29,2017-12-16,Home,POR,L,91,93,33,96,0.344,7,31,0.226,18,28,0.643,13,51,18,9,3,6,21,37,79,0.468,10,24,0.417,9,18,0.5,5,47,19,2,3,20,21
7655,3093,CHO,30,2017-12-18,Home,NYK,W,109,91,43,88,0.489,9,20,0.45,14,16,0.875,12,47,30,10,6,19,16,36,86,0.419,3,18,0.167,16,20,0.8,10,37,21,10,5,17,16
7656,31132,CHO,31,2017-12-20,Home,TOR,L,111,129,39,85,0.459,7,23,0.304,26,35,0.743,8,39,21,10,6,12,18,49,91,0.538,16,33,0.485,15,18,0.833,10,43,35,6,7,14,27
7658,3393,CHO,33,2017-12-23,Home,MIL,W,111,106,36,74,0.486,9,21,0.429,30,40,0.75,9,43,22,2,7,16,20,42,87,0.483,8,26,0.308,14,17,0.824,7,35,25,4,2,9,32
7659,3493,CHO,34,2017-12-27,Home,BOS,L,91,102,32,87,0.368,7,23,0.304,20,29,0.69,19,52,15,7,3,11,11,37,78,0.474,15,34,0.441,13,13,1.0,6,43,20,4,7,15,20
7664,3993,CHO,39,2018-01-10,Home,DAL,L,111,115,43,84,0.512,10,26,0.385,15,30,0.5,4,43,16,6,5,11,22,39,83,0.47,15,36,0.417,22,28,0.786,3,39,23,7,7,8,22
7665,4093,CHO,40,2018-01-12,Home,UTA,W,99,88,32,78,0.41,9,27,0.333,26,34,0.765,8,46,17,8,2,12,19,28,77,0.364,12,35,0.343,20,23,0.87,8,45,19,5,8,14,26
7666,41132,CHO,41,2018-01-13,Home,OKC,L,91,101,33,83,0.398,9,28,0.321,16,23,0.696,9,50,16,3,7,14,15,39,97,0.402,8,26,0.308,15,20,0.75,19,57,17,8,9,9,22
7668,4393,CHO,43,2018-01-17,Home,WAS,W,133,109,48,98,0.49,15,31,0.484,22,26,0.846,13,49,27,10,5,9,18,40,82,0.488,13,23,0.565,16,23,0.696,7,40,31,3,7,16,23
7669,4493,CHO,44,2018-01-20,Home,MIA,L,105,106,41,90,0.456,7,27,0.259,16,21,0.762,8,43,22,9,8,7,12,43,87,0.494,13,28,0.464,7,12,0.583,8,47,28,5,6,14,17
7670,4593,CHO,45,2018-01-22,Home,SAC,W,112,107,38,86,0.442,16,40,0.4,20,25,0.8,11,48,22,4,10,15,14,43,97,0.443,10,22,0.455,11,15,0.733,10,42,27,8,3,7,22
7671,4693,CHO,46,2018-01-24,Home,NOP,L,96,101,36,85,0.424,6,21,0.286,18,31,0.581,10,49,16,5,6,14,23,39,87,0.448,9,26,0.346,14,18,0.778,8,42,26,6,10,15,19
7672,4793,CHO,47,2018-01-26,Home,ATL,W,121,110,40,88,0.455,13,34,0.382,28,32,0.875,11,43,25,13,8,11,25,37,79,0.468,15,30,0.5,21,25,0.84,6,39,23,6,5,20,26
7676,51132,CHO,51,2018-02-02,Home,IND,W,133,126,44,83,0.53,15,33,0.455,30,34,0.882,11,43,27,5,2,15,21,44,87,0.506,12,29,0.414,26,28,0.929,7,31,21,10,6,11,25
7681,5693,CHO,56,2018-02-11,Home,TOR,L,103,123,38,89,0.427,10,23,0.435,17,23,0.739,11,42,26,5,5,13,13,49,87,0.563,18,37,0.486,7,10,0.7,6,40,35,7,8,12,24
7683,5893,CHO,58,2018-02-22,Home,BRK,W,111,96,42,87,0.483,11,21,0.524,16,20,0.8,13,54,29,3,6,14,15,36,93,0.387,14,43,0.326,10,14,0.714,11,41,27,6,8,9,23
7685,6093,CHO,60,2018-02-25,Home,DET,W,114,98,42,88,0.477,16,35,0.457,14,23,0.609,13,47,28,9,4,18,19,42,85,0.494,4,18,0.222,10,14,0.714,8,41,23,4,2,17,22
7686,61132,CHO,61,2018-02-27,Home,CHI,W,118,103,44,82,0.537,15,35,0.429,15,21,0.714,6,35,28,11,8,14,14,39,81,0.481,9,24,0.375,16,21,0.762,11,44,26,8,5,20,23
7690,6593,CHO,65,2018-03-06,Home,PHI,L,114,128,40,80,0.5,11,29,0.379,23,31,0.742,8,33,26,7,5,10,12,50,87,0.575,16,33,0.485,12,15,0.8,10,44,35,6,4,14,20
7691,6693,CHO,66,2018-03-08,Home,BRK,L,111,125,41,85,0.482,4,19,0.211,25,30,0.833,6,36,19,5,5,13,21,47,92,0.511,11,32,0.344,20,22,0.909,9,43,30,7,7,10,27
7692,6793,CHO,67,2018-03-10,Home,PHO,W,122,115,44,87,0.506,13,32,0.406,21,27,0.778,7,41,24,11,5,12,18,42,83,0.506,18,32,0.563,13,19,0.684,5,35,27,9,3,14,25
7698,7393,CHO,73,2018-03-22,Home,MEM,W,140,79,49,92,0.533,19,40,0.475,23,27,0.852,11,53,25,10,4,8,17,30,78,0.385,4,18,0.222,15,21,0.714,9,38,13,4,7,19,24
7700,7593,CHO,75,2018-03-26,Home,NYK,W,137,128,51,93,0.548,11,28,0.393,24,28,0.857,11,43,25,5,4,14,12,54,105,0.514,9,30,0.3,11,11,1.0,11,41,25,6,1,10,27
7701,7693,CHO,76,2018-03-28,Home,CLE,L,105,118,39,76,0.513,5,21,0.238,22,24,0.917,6,40,20,2,2,13,16,45,93,0.484,11,28,0.393,17,20,0.85,11,38,22,9,1,6,19
7703,7893,CHO,78,2018-04-01,Home,PHI,L,102,119,33,82,0.402,9,30,0.3,27,34,0.794,9,40,17,8,7,16,13,48,94,0.511,14,32,0.438,9,10,0.9,7,44,36,15,5,14,24
7706,8197,CHO,81,2018-04-08,Home,IND,L,117,123,40,80,0.5,11,30,0.367,26,30,0.867,5,36,27,6,3,21,17,50,93,0.538,9,25,0.36,14,18,0.778,7,39,27,11,1,14,22
7709,2309,CHI,2,2017-10-21,Home,SAS,L,77,87,31,82,0.378,8,28,0.286,7,9,0.778,8,48,18,3,5,19,15,38,93,0.409,1,12,0.083,10,16,0.625,14,52,25,8,3,11,14
7711,4309,CHI,4,2017-10-26,Home,ATL,W,91,86,31,86,0.36,7,32,0.219,22,29,0.759,18,62,20,5,4,13,15,32,81,0.395,11,28,0.393,11,13,0.846,7,40,22,10,5,10,23
7712,5309,CHI,5,2017-10-28,Home,OKC,L,69,101,22,78,0.282,10,37,0.27,15,20,0.75,12,47,16,9,5,19,16,39,88,0.443,13,34,0.382,10,14,0.714,11,52,28,16,8,11,17
7715,8198,CHI,8,2017-11-04,Home,NOP,L,90,96,35,99,0.354,11,42,0.262,9,12,0.75,16,58,23,10,5,17,19,35,87,0.402,9,31,0.29,17,22,0.773,5,52,23,9,4,13,9
7717,1094,CHI,10,2017-11-10,Home,IND,L,87,105,37,93,0.398,7,27,0.259,6,9,0.667,11,43,24,10,3,12,13,43,84,0.512,12,29,0.414,7,12,0.583,7,51,27,8,3,18,17
7720,1394,CHI,13,2017-11-17,Home,CHO,W,123,120,47,91,0.516,17,34,0.5,12,13,0.923,4,35,26,9,2,11,23,42,81,0.519,10,21,0.476,26,34,0.765,5,42,19,3,2,12,15
7725,1894,CHI,18,2017-11-26,Home,MIA,L,93,100,33,89,0.371,14,33,0.424,13,16,0.813,7,47,25,10,2,13,18,34,75,0.453,13,32,0.406,19,23,0.826,1,45,19,9,5,12,14
7726,1994,CHI,19,2017-11-28,Home,PHO,L,99,104,38,94,0.404,16,40,0.4,7,10,0.7,9,41,27,11,7,9,20,38,87,0.437,11,30,0.367,17,23,0.739,13,57,25,4,4,15,12
7728,21133,CHI,21,2017-12-01,Home,SAC,L,106,107,42,90,0.467,13,36,0.361,9,13,0.692,8,38,30,8,2,8,16,45,85,0.529,6,18,0.333,11,14,0.786,8,43,29,5,10,12,15
7729,22110,CHI,22,2017-12-04,Home,CLE,L,91,113,34,82,0.415,9,34,0.265,14,18,0.778,10,43,21,4,5,11,16,42,81,0.519,13,36,0.361,16,17,0.941,5,46,22,6,2,7,13
7732,2594,CHI,25,2017-12-09,Home,NYK,W,104,102,42,82,0.512,7,25,0.28,13,23,0.565,8,40,28,10,7,14,19,43,91,0.473,7,24,0.292,9,9,1.0,8,40,25,6,3,14,17
7733,2694,CHI,26,2017-12-11,Home,BOS,W,108,85,39,81,0.481,12,29,0.414,18,25,0.72,10,46,23,9,3,8,18,33,83,0.398,10,40,0.25,9,14,0.643,11,46,22,2,2,15,19
7734,2794,CHI,27,2017-12-13,Home,UTA,W,103,100,41,93,0.441,7,17,0.412,14,21,0.667,9,46,21,9,3,9,14,42,91,0.462,9,30,0.3,7,7,1.0,5,48,24,3,8,16,19
7736,2994,CHI,29,2017-12-18,Home,PHI,W,117,115,44,92,0.478,13,28,0.464,16,19,0.842,5,39,27,9,7,15,16,44,91,0.484,14,33,0.424,13,18,0.722,9,47,30,9,8,20,23
7737,3094,CHI,30,2017-12-20,Home,ORL,W,112,94,44,88,0.5,11,33,0.333,13,14,0.929,9,51,31,6,8,11,23,35,89,0.393,5,27,0.185,19,23,0.826,6,35,23,5,1,9,15
7741,3494,CHI,34,2017-12-27,Home,NYK,W,92,87,35,86,0.407,10,28,0.357,12,16,0.75,4,50,23,9,3,15,15,37,91,0.407,4,23,0.174,9,13,0.692,7,51,21,6,5,12,17
7742,3594,CHI,35,2017-12-29,Home,IND,W,119,107,43,85,0.506,18,39,0.462,15,15,1.0,7,40,31,6,4,15,20,43,93,0.462,7,22,0.318,14,20,0.7,11,43,22,10,6,10,15
7744,3794,CHI,37,2018-01-01,Home,POR,L,120,124,45,104,0.433,11,27,0.407,19,23,0.826,15,58,28,5,7,12,21,47,108,0.435,14,33,0.424,16,18,0.889,12,50,25,7,5,8,16
7745,3894,CHI,38,2018-01-03,Home,TOR,L,115,124,43,93,0.462,13,33,0.394,16,19,0.842,9,43,29,5,2,13,20,45,92,0.489,15,38,0.395,19,19,1.0,7,49,23,9,5,11,20
7748,41133,CHI,41,2018-01-08,Home,HOU,L,107,116,40,86,0.465,12,28,0.429,15,18,0.833,3,37,26,6,5,11,17,39,86,0.453,20,54,0.37,18,24,0.75,11,51,28,6,6,16,14
7750,4394,CHI,43,2018-01-13,Home,DET,W,107,105,42,87,0.483,17,36,0.472,6,9,0.667,6,40,27,10,8,14,11,41,92,0.446,12,29,0.414,11,14,0.786,13,45,28,8,7,12,11
7751,4494,CHI,44,2018-01-15,Home,MIA,W,119,111,42,88,0.477,16,39,0.41,19,22,0.864,7,45,27,6,2,9,23,40,84,0.476,12,36,0.333,19,24,0.792,4,40,35,5,4,14,19
7752,4594,CHI,45,2018-01-17,Home,GSW,L,112,119,45,106,0.425,10,39,0.256,12,13,0.923,14,49,24,10,2,11,19,42,84,0.5,13,33,0.394,22,25,0.88,5,49,24,5,3,15,16
7756,4994,CHI,49,2018-01-26,Home,LAL,L,103,108,35,93,0.376,17,36,0.472,16,24,0.667,16,53,21,3,7,13,25,41,91,0.451,5,24,0.208,21,28,0.75,10,48,23,6,3,9,23
7757,5094,CHI,50,2018-01-28,Home,MIL,L,96,110,36,87,0.414,12,34,0.353,12,15,0.8,10,41,25,8,2,16,18,41,77,0.532,13,28,0.464,15,25,0.6,7,43,28,11,4,14,16
7761,5494,CHI,54,2018-02-09,Home,MIN,W,114,113,41,83,0.494,9,26,0.346,23,30,0.767,5,39,22,5,4,11,19,41,87,0.471,8,22,0.364,23,28,0.821,11,46,19,8,4,13,22
7762,5594,CHI,55,2018-02-10,Home,WAS,L,90,101,34,80,0.425,9,32,0.281,13,16,0.813,9,45,23,11,2,14,16,38,82,0.463,13,38,0.342,12,14,0.857,6,41,31,8,3,13,17
7763,5694,CHI,56,2018-02-12,Home,ORL,W,105,101,40,88,0.455,9,32,0.281,16,21,0.762,11,46,25,6,3,11,13,37,84,0.44,10,31,0.323,17,19,0.895,7,39,24,8,7,9,18
7764,5794,CHI,57,2018-02-14,Home,TOR,L,98,122,39,91,0.429,4,24,0.167,16,20,0.8,4,42,17,5,6,6,16,48,92,0.522,14,38,0.368,12,15,0.8,5,50,38,5,8,7,22
7765,5894,CHI,58,2018-02-22,Home,PHI,L,115,116,44,97,0.454,18,34,0.529,9,15,0.6,11,48,27,5,4,13,26,42,82,0.512,11,29,0.379,21,35,0.6,8,41,25,7,5,9,17
7769,62110,CHI,62,2018-03-02,Home,DAL,W,108,100,42,89,0.472,10,27,0.37,14,20,0.7,11,45,24,10,2,13,18,35,84,0.417,13,29,0.448,17,21,0.81,13,46,21,6,4,17,15
7770,6394,CHI,63,2018-03-05,Home,BOS,L,89,105,32,81,0.395,12,33,0.364,13,20,0.65,7,36,18,14,1,13,16,41,84,0.488,12,36,0.333,11,12,0.917,12,53,25,7,4,18,13
7771,6494,CHI,64,2018-03-07,Home,MEM,W,119,110,42,79,0.532,11,29,0.379,24,32,0.75,9,41,25,10,1,20,22,40,82,0.488,10,29,0.345,20,25,0.8,9,33,24,12,3,14,26
7774,6794,CHI,67,2018-03-13,Home,LAC,L,106,112,43,101,0.426,7,29,0.241,13,15,0.867,11,45,26,11,2,9,28,37,76,0.487,8,29,0.276,30,41,0.732,6,42,27,4,5,14,14
7776,6994,CHI,69,2018-03-17,Home,CLE,L,109,114,41,91,0.451,16,34,0.471,11,15,0.733,11,45,30,4,3,12,21,44,87,0.506,13,37,0.351,13,20,0.65,11,44,25,4,5,13,14
7778,71133,CHI,71,2018-03-21,Home,DEN,L,102,135,39,89,0.438,13,38,0.342,11,14,0.786,9,34,29,12,4,15,22,51,83,0.614,20,35,0.571,13,16,0.813,8,45,34,9,6,17,13
7779,72110,CHI,72,2018-03-23,Home,MIL,L,105,118,36,87,0.414,12,26,0.462,21,23,0.913,17,51,21,3,2,14,21,43,87,0.494,15,30,0.5,17,19,0.895,7,36,27,8,7,5,20
7784,7794,CHI,77,2018-04-01,Home,WAS,W,113,94,43,82,0.524,18,34,0.529,9,13,0.692,6,40,30,7,1,17,17,37,81,0.457,8,30,0.267,12,12,1.0,6,37,27,5,4,16,12
7785,7894,CHI,78,2018-04-03,Home,CHO,W,120,114,46,99,0.465,15,34,0.441,13,18,0.722,11,44,26,9,4,7,20,40,81,0.494,13,34,0.382,21,28,0.75,10,49,24,3,4,20,16
7787,8094,CHI,80,2018-04-07,Home,BRK,L,96,124,36,88,0.409,6,29,0.207,18,21,0.857,4,39,16,8,1,13,14,46,92,0.5,24,55,0.436,8,11,0.727,5,46,36,11,10,13,18
7789,8294,CHI,82,2018-04-11,Home,DET,L,87,119,32,86,0.372,11,34,0.324,12,18,0.667,12,40,21,8,1,18,15,47,89,0.528,15,35,0.429,10,10,1.0,7,47,27,12,4,11,21
7790,1395,CLE,1,2017-10-17,Home,BOS,W,102,99,38,83,0.458,5,22,0.227,21,25,0.84,9,50,19,3,4,17,25,36,88,0.409,8,32,0.25,19,25,0.76,9,46,24,11,4,10,24
7792,3395,CLE,3,2017-10-21,Home,ORL,L,93,114,33,86,0.384,7,25,0.28,20,27,0.741,11,44,15,4,7,16,14,40,90,0.444,17,35,0.486,17,20,0.85,12,50,28,7,6,12,28
7793,4395,CLE,4,2017-10-24,Home,CHI,W,119,112,43,83,0.518,16,38,0.421,17,22,0.773,8,39,28,5,3,9,14,42,88,0.477,17,33,0.515,11,13,0.846,8,39,28,3,3,9,20
7796,7395,CLE,7,2017-10-29,Home,NYK,L,95,114,31,81,0.383,10,33,0.303,23,27,0.852,7,41,20,5,5,15,23,42,89,0.472,13,28,0.464,17,21,0.81,11,51,27,9,6,14,26
7797,8200,CLE,8,2017-11-01,Home,IND,L,107,124,43,86,0.5,7,31,0.226,14,20,0.7,8,41,25,6,3,16,19,49,90,0.544,16,26,0.615,10,13,0.769,8,43,35,9,1,11,23
7799,1095,CLE,10,2017-11-05,Home,ATL,L,115,117,42,96,0.438,10,36,0.278,21,23,0.913,15,47,27,6,6,13,29,41,86,0.477,11,25,0.44,24,34,0.706,11,44,24,4,6,17,20
7800,11134,CLE,11,2017-11-07,Home,MIL,W,124,119,41,82,0.5,9,18,0.5,33,38,0.868,12,39,18,7,4,12,16,47,83,0.566,13,30,0.433,12,16,0.75,8,36,29,6,8,16,31
7805,1695,CLE,16,2017-11-17,Home,LAC,W,118,113,42,90,0.467,11,33,0.333,23,29,0.793,8,51,24,9,4,15,20,46,103,0.447,10,35,0.286,11,14,0.786,13,55,29,7,10,15,26
7807,1895,CLE,18,2017-11-22,Home,BRK,W,119,109,43,82,0.524,14,34,0.412,19,27,0.704,4,33,21,8,2,10,19,42,81,0.519,14,37,0.378,11,16,0.688,8,42,26,5,2,19,21
7808,1995,CLE,19,2017-11-24,Home,CHO,W,100,99,38,83,0.458,13,39,0.333,11,15,0.733,3,45,25,4,7,12,24,36,94,0.383,11,29,0.379,16,27,0.593,15,55,25,4,3,9,17
7810,21134,CLE,21,2017-11-28,Home,MIA,W,108,97,40,81,0.494,11,33,0.333,17,23,0.739,5,45,21,12,2,13,17,37,84,0.44,10,31,0.323,13,20,0.65,8,42,24,7,5,15,19
7812,2396,CLE,23,2017-12-02,Home,MEM,W,116,111,42,75,0.56,11,24,0.458,21,23,0.913,1,31,24,8,7,10,14,43,84,0.512,13,23,0.565,12,14,0.857,6,36,31,6,4,12,19
7814,2595,CLE,25,2017-12-06,Home,SAC,W,101,95,37,78,0.474,14,39,0.359,13,21,0.619,7,43,28,5,3,15,10,39,86,0.453,10,32,0.313,7,13,0.538,9,45,25,15,5,12,20
7816,2795,CLE,27,2017-12-09,Home,PHI,W,105,98,36,75,0.48,14,29,0.483,19,25,0.76,6,33,26,12,2,17,16,37,78,0.474,11,33,0.333,13,13,1.0,7,39,31,10,2,19,21
7817,2895,CLE,28,2017-12-12,Home,ATL,W,123,114,48,86,0.558,20,38,0.526,7,10,0.7,6,37,35,5,2,13,18,43,92,0.467,16,36,0.444,12,13,0.923,10,37,26,8,4,10,17
7818,2995,CLE,29,2017-12-14,Home,LAL,W,121,112,43,86,0.5,15,36,0.417,20,25,0.8,8,39,32,10,5,14,16,47,95,0.495,9,31,0.29,9,14,0.643,16,49,33,7,3,18,20
